	"RWUpf_B.genes.results"	"RWUpf_C.genes.results"	"RWUpf_D.genes.results"	"RWNos_A.genes.results"	"RWNos_B.genes.results"	"RWNos_C.genes.results"	"RWUN_G.genes.results"	"RWUN_K.genes.results"	"RWUN_L.genes.results"	"RWL7_A.genes.results"	"RWL7_B.genes.results"	"RWL7_C.genes.results"	"RWW_B.genes.results"	"RWW_C.genes.results"	"RWW_D.genes.results"
"FBgn0262594"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0262595"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0262598"	1.00	1.00	1.00	1.00	1.00	0.00	0.00	0.00	0.00	0.00	1.00	3.00	0.00	2.00	1.00
"FBgn0262599"	2.00	3.00	2.00	4.00	5.00	4.00	1.00	1.00	0.00	0.00	5.00	4.00	2.00	3.00	6.00
"FBgn0262601"	2537.00	2638.00	2071.00	2600.00	2692.00	2758.00	2439.00	3358.00	2792.00	3474.00	4137.00	3610.00	3531.00	3179.00	2679.00
"FBgn0262604"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0262605"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0262606"	0.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0262607"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0262608"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0262609"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0262610"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0262611"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0262612"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00
"FBgn0262613"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0262614"	1072.00	2890.00	3491.00	821.00	1179.00	567.00	2747.00	1617.00	2630.00	778.00	574.00	791.00	1070.00	1578.00	3479.00
"FBgn0262616"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0262617"	257.00	480.00	549.00	167.00	241.00	129.00	280.00	188.00	278.00	245.00	168.00	209.00	225.00	362.00	620.00
"FBgn0262619"	1835.00	2352.00	2079.00	2499.00	2570.00	2411.00	374.00	236.00	358.00	1796.00	1690.00	2158.00	1992.00	2253.00	2981.00
"FBgn0262620"	138.00	133.00	100.00	214.00	257.00	199.00	77.00	62.00	67.00	352.00	365.00	295.00	65.00	70.00	65.00
"FBgn0262621"	0.00	2.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00
"FBgn0262622"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0262623"	9.00	9.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	4.00	4.00	7.00	4.00	7.00	0.00
"FBgn0262624"	0.00	0.00	1.00	0.00	1.00	10.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00
"FBgn0262631"	0.00	1.00	1.00	0.00	1.00	1.00	0.00	0.00	0.00	2.00	0.00	1.00	2.00	1.00	2.00
"FBgn0262636"	0.00	1.00	1.00	2.00	3.00	1.00	0.00	1.00	0.00	0.00	0.00	0.00	1.00	1.00	3.00
"FBgn0262647"	2112.00	3047.00	3185.00	2573.00	3046.00	2620.00	4383.00	2950.00	3858.00	1880.00	1750.00	2140.00	1872.00	1422.00	4009.00
"FBgn0262656"	2051.47	3582.71	3523.28	2995.89	3638.13	2514.02	816.68	407.81	658.46	1525.60	1187.65	1639.83	1662.00	2268.88	4511.78
"FBgn0262679"	1.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0262680"	1.00	0.00	0.00	1.00	2.00	2.00	0.00	1.00	0.00	2.00	1.00	0.00	0.00	2.00	1.00
"FBgn0262681"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0262682"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0262683"	3.00	2.00	2.00	0.00	0.00	0.00	2.00	0.00	0.00	1.00	2.00	1.00	1.00	3.00	2.00
"FBgn0262685"	1.00	1.00	0.00	5.00	3.00	6.00	3.00	2.00	2.00	1.00	0.00	3.00	0.00	0.00	0.00
"FBgn0262686"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0262687"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0262688"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0262689"	1.00	0.00	0.00	0.00	2.00	2.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	1.00
"FBgn0262690"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0262699"	1719.00	2370.00	2278.00	2887.00	3092.00	2562.00	547.00	345.00	514.00	1783.00	1801.00	2108.00	1862.00	1911.00	2873.00
"FBgn0262714"	1078.00	1834.00	1909.00	1462.00	1856.00	1196.00	1247.00	824.00	1149.00	817.00	740.00	992.00	1055.00	1167.00	2302.00
"FBgn0262716"	3318.00	3827.00	3482.00	4637.00	4757.00	4287.00	4294.00	4278.00	3859.00	3880.00	3613.00	3830.00	3643.00	3192.00	4963.00
"FBgn0262717"	2.00	4.00	4.00	1.00	2.00	2.00	0.00	1.00	2.00	0.00	2.00	0.00	0.00	2.00	0.00
"FBgn0262719"	0.00	0.00	1.00	2.00	1.00	1.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00
"FBgn0262721"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0262722"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0262728"	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0262730"	631.00	1224.00	1489.00	646.00	928.00	486.00	662.00	346.00	589.00	454.00	396.00	424.00	543.00	709.00	1415.00
"FBgn0262731"	2304.00	2362.00	1773.00	2342.00	2537.00	2113.00	2369.00	3124.00	2447.00	3147.00	2666.00	2506.00	2259.00	2442.00	2437.00
"FBgn0262732"	4103.00	4479.00	3440.00	4480.00	4399.00	4044.00	215.00	224.00	250.00	3717.00	3175.00	3705.00	3575.00	4546.00	4113.00
"FBgn0262733"	3067.00	4978.00	5008.00	4188.00	5097.00	4017.00	6988.00	5018.00	6089.00	2748.00	2469.00	2805.00	3134.00	2536.00	7181.00
"FBgn0262734"	3407.00	5015.00	4966.00	4818.00	5463.00	4477.00	5258.00	5443.00	5034.00	2909.00	3097.00	2962.00	2998.00	3387.00	6035.00
"FBgn0262736"	21396.00	23384.00	20518.00	25686.00	27572.00	23693.00	19497.00	20433.00	19165.00	25370.00	22541.00	24240.00	23218.00	20524.00	28531.00
"FBgn0262737"	4993.00	7040.00	6590.00	7738.00	8747.00	6781.00	2776.00	2142.00	2575.00	4695.00	4075.00	5271.00	5354.00	5584.00	9000.00
"FBgn0262738"	1107.00	1919.00	1862.00	1361.00	1767.00	1257.00	984.00	661.00	988.00	950.00	773.00	1048.00	1029.00	1125.00	2721.00
"FBgn0262739"	1949.00	4047.00	4219.00	2189.00	2991.00	1869.00	5835.00	3791.00	5147.00	1839.00	1216.00	1641.00	1825.00	1918.00	5369.00
"FBgn0262740"	675.00	1033.00	1105.00	1087.00	1265.00	971.00	175.00	84.00	154.00	513.00	444.00	599.00	503.00	734.00	1276.00
"FBgn0262741"	0.00	0.00	0.00	0.00	0.00	2.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0262743"	8994.00	11826.00	11788.00	13163.00	14655.00	12758.00	3740.00	2277.00	3484.00	7925.00	6734.00	9170.00	8195.00	7878.00	14981.00
"FBgn0262782"	5149.00	5093.00	4760.00	7925.00	8032.00	7783.00	4572.00	5588.00	5407.00	6959.00	6965.00	7317.00	7340.00	6686.00	6753.00
"FBgn0262786"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0262787"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0262788"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0262789"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0262790"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0262791"	0.00	0.00	0.00	0.00	0.00	0.00	0.50	0.00	0.00	0.50	0.00	1.00	0.50	1.00	0.00
"FBgn0262794"	0.00	2.00	2.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	1.00	3.00	0.00	0.00	0.00
"FBgn0262795"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0262801"	2071.00	2474.00	2105.00	2822.00	2753.00	2673.00	1267.00	1334.00	1396.00	2322.00	2642.00	2611.00	2384.00	2296.00	2614.00
"FBgn0262806"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0262807"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0262808"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0262810"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0262811"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0262812"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0262813"	55.00	44.00	29.00	63.00	91.00	75.00	22.00	32.00	19.00	88.00	65.00	120.00	90.00	30.00	81.00
"FBgn0262814"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00
"FBgn0262815"	0.00	0.00	1.00	0.00	0.00	0.00	1.00	0.00	1.00	1.00	2.00	1.00	0.00	0.00	3.00
"FBgn0262816"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0262817"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0262818"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0262819"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	2.00
"FBgn0262820"	0.00	1.00	1.00	0.00	1.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	1.00	0.00	0.00
"FBgn0262821"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0262822"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0262823"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0262824"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0262825"	2.00	0.00	0.00	3.00	2.00	1.00	1.00	0.00	1.00	2.00	1.00	1.00	2.00	0.00	0.00
"FBgn0262827"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0262828"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0262836"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0262837"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0262838"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0262839"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0262840"	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	1.00
"FBgn0262842"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0262843"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0262844"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0262845"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0262846"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0262847"	2.00	0.67	1.33	1.67	1.67	2.33	1.33	0.33	0.33	3.33	3.67	4.00	4.00	7.00	3.33
"FBgn0262848"	16.00	27.00	10.00	18.00	23.00	24.00	7.00	3.00	9.00	19.00	23.00	12.00	6.00	13.00	17.00
"FBgn0262849"	2.00	0.67	1.33	1.67	1.67	2.33	1.33	0.33	0.33	3.33	3.67	4.00	4.00	7.00	3.33
"FBgn0262850"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0262851"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0262852"	2.00	0.67	1.33	1.67	1.67	2.33	1.33	0.33	0.33	3.33	3.67	4.00	4.00	7.00	3.33
"FBgn0262853"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0262854"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0262855"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0262856"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0262857"	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.50	0.00	0.00	0.50	0.00
"FBgn0262858"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0262866"	830.00	1122.00	1373.00	1119.00	1299.00	1092.00	441.00	267.00	392.00	620.00	670.00	700.00	638.00	648.00	1419.00
"FBgn0262867"	0.00	0.00	0.00	19.00	30.00	90.00	2.00	0.00	4.00	1.00	0.00	1.00	0.00	1.00	0.00
"FBgn0262869"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0262870"	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	1.00	0.00	0.00
"FBgn0262871"	662.00	1105.00	1186.00	920.00	1080.00	918.00	1434.00	1093.00	1315.00	723.00	652.00	763.00	783.00	710.00	1571.00
"FBgn0262872"	3266.00	5080.00	5558.00	4532.00	5597.00	4124.00	5225.00	4058.00	5044.00	3247.00	2695.00	3232.00	3079.00	2927.00	6461.00
"FBgn0262873"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0262874"	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00
"FBgn0262875"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0262876"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0262877"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0262878"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0262879"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0262880"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0262881"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0262882"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0262883"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0262885"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0262886"	41.29	49.30	31.00	65.42	69.89	69.00	51.98	54.06	45.54	104.02	57.00	66.15	53.92	66.96	68.90
"FBgn0262887"	15.00	12.00	20.00	35.00	50.00	54.00	22.00	17.00	24.00	36.00	31.00	22.00	34.00	33.00	33.00
"FBgn0262888"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0262889"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0262890"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0262891"	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0262892"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0262893"	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0262894"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0262895"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0262896"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00
"FBgn0262897"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0262898"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0262899"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00
"FBgn0262900"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0262901"	9.00	15.00	6.00	1.00	1.00	6.00	7.00	9.00	3.00	6.00	4.00	10.00	13.00	16.00	9.00
"FBgn0262902"	90.00	124.00	90.00	63.00	79.00	67.00	89.00	83.00	107.00	161.00	112.00	129.00	173.00	136.00	210.00
"FBgn0262903"	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00
"FBgn0262904"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0262905"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0262937"	920.00	1088.00	1049.00	1418.00	1474.00	1509.00	129.00	99.00	146.00	776.00	754.00	922.00	1035.00	1153.00	1484.00
"FBgn0262943"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0262944"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0262945"	21.00	29.00	18.00	25.00	29.00	28.00	5.00	12.00	8.00	19.00	29.00	32.00	10.00	11.00	17.00
"FBgn0262948"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0262951"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00
"FBgn0262952"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0262954"	1010.00	880.00	744.00	877.00	972.00	853.00	791.00	1175.00	951.00	1251.00	1310.00	1276.00	926.00	1015.00	775.00
"FBgn0262955"	4367.00	6279.00	6486.00	5410.00	6764.00	5515.00	9343.00	6404.00	8029.00	4231.00	3555.00	4565.00	4066.00	2872.00	7713.00
"FBgn0262960"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0262961"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0262962"	297.00	257.00	205.00	315.00	289.00	257.00	267.00	356.00	296.00	425.00	424.00	452.00	388.00	391.00	484.00
"FBgn0262963"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0262964"	3.00	1.00	1.00	0.00	0.00	1.00	1.00	3.00	2.00	2.00	1.00	3.00	3.00	1.00	1.00
"FBgn0262965"	0.00	1.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00
"FBgn0262966"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0262967"	1.00	1.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00
"FBgn0262968"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0262969"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0262970"	1.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	2.00	3.00	3.00
"FBgn0262971"	1.00	1.00	0.00	0.00	2.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00
"FBgn0262972"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0262974"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0262975"	3824.00	6016.00	6063.00	4178.00	5042.00	3375.00	1065.00	651.00	1051.00	3676.00	3087.00	4019.00	4092.00	4859.00	8473.00
"FBgn0262976"	870.00	851.00	708.00	1003.00	1089.00	968.00	465.00	541.00	477.00	1250.00	1079.00	1092.00	716.00	751.00	809.00
"FBgn0262979"	13.00	9.00	13.00	10.00	6.00	6.00	22.00	16.00	26.00	16.00	16.00	20.00	12.00	8.00	16.00
"FBgn0262980"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0262981"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0262982"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0262983"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0262984"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0262985"	0.00	1.00	2.00	3.00	1.00	2.00	1.00	0.00	2.00	7.00	3.00	2.00	5.00	4.00	10.00
"FBgn0262986"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0262987"	317.00	310.00	245.00	348.00	376.00	337.00	392.00	545.00	430.00	448.00	472.00	420.00	384.00	370.00	324.00
"FBgn0262988"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0262989"	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0262990"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0262991"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0262992"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0262993"	37.00	31.00	20.00	26.00	29.00	20.00	11.00	7.00	6.00	36.00	21.00	27.00	33.00	30.00	42.00
"FBgn0262994"	0.00	0.00	0.00	0.00	0.00	1.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0262995"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
